column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
1484,cheap__v4__v4_gast3d_abs_charge_moment1_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment1_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1485,cheap__v4__v4_gast3d_abs_charge_moment2_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment2_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1486,cheap__v4__v4_gast3d_abs_charge_moment2_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment2_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1487,cheap__v4__v4_gast3d_abs_charge_moment2_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment2_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1488,cheap__v4__v4_gast3d_abs_charge_moment2_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment2_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1489,cheap__v4__v4_gast3d_abs_charge_moment2_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment2_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1490,cheap__v4__v4_gast3d_abs_charge_moment3_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment3_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1491,cheap__v4__v4_gast3d_abs_charge_moment3_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment3_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1492,cheap__v4__v4_gast3d_abs_charge_moment3_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment3_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1493,cheap__v4__v4_gast3d_abs_charge_moment3_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment3_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1494,cheap__v4__v4_gast3d_abs_charge_moment3_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_moment3_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1495,cheap__v4__v4_gast3d_abs_charge_weighted_rg_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_weighted_rg_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1496,cheap__v4__v4_gast3d_abs_charge_weighted_rg_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_weighted_rg_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1497,cheap__v4__v4_gast3d_abs_charge_weighted_rg_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_weighted_rg_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1498,cheap__v4__v4_gast3d_abs_charge_weighted_rg_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_weighted_rg_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1499,cheap__v4__v4_gast3d_abs_charge_weighted_rg_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_charge_weighted_rg_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,True
1500,cheap__v4__v4_gast3d_abs_signed_charge_second_moment_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_signed_charge_second_moment_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1501,cheap__v4__v4_gast3d_abs_signed_charge_second_moment_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_signed_charge_second_moment_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1502,cheap__v4__v4_gast3d_abs_signed_charge_second_moment_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_signed_charge_second_moment_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1503,cheap__v4__v4_gast3d_abs_signed_charge_second_moment_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_signed_charge_second_moment_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1504,cheap__v4__v4_gast3d_abs_signed_charge_second_moment_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_abs_signed_charge_second_moment_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1505,cheap__v4__v4_gast3d_dipole_heavy_norm_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_heavy_norm_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1506,cheap__v4__v4_gast3d_dipole_heavy_norm_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_heavy_norm_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1507,cheap__v4__v4_gast3d_dipole_heavy_norm_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_heavy_norm_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1508,cheap__v4__v4_gast3d_dipole_heavy_norm_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_heavy_norm_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1509,cheap__v4__v4_gast3d_dipole_heavy_norm_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_heavy_norm_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1510,cheap__v4__v4_gast3d_dipole_norm_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_norm_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1511,cheap__v4__v4_gast3d_dipole_norm_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_norm_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1512,cheap__v4__v4_gast3d_dipole_norm_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_norm_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1513,cheap__v4__v4_gast3d_dipole_norm_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_norm_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1514,cheap__v4__v4_gast3d_dipole_norm_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_norm_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1515,cheap__v4__v4_gast3d_dipole_per_abs_charge_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_abs_charge_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,False
1516,cheap__v4__v4_gast3d_dipole_per_abs_charge_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_abs_charge_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,False
1517,cheap__v4__v4_gast3d_dipole_per_abs_charge_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_abs_charge_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1518,cheap__v4__v4_gast3d_dipole_per_abs_charge_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_abs_charge_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,False
1519,cheap__v4__v4_gast3d_dipole_per_abs_charge_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_abs_charge_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,True,True,False
1520,cheap__v4__v4_gast3d_dipole_per_heavy_atom_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_heavy_atom_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1521,cheap__v4__v4_gast3d_dipole_per_heavy_atom_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_heavy_atom_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1522,cheap__v4__v4_gast3d_dipole_per_heavy_atom_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_heavy_atom_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1523,cheap__v4__v4_gast3d_dipole_per_heavy_atom_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_heavy_atom_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1524,cheap__v4__v4_gast3d_dipole_per_heavy_atom_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_per_heavy_atom_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1525,cheap__v4__v4_gast3d_dipole_x_abs_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_x_abs_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1526,cheap__v4__v4_gast3d_dipole_x_abs_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_x_abs_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1527,cheap__v4__v4_gast3d_dipole_x_abs_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_x_abs_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1528,cheap__v4__v4_gast3d_dipole_x_abs_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_x_abs_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1529,cheap__v4__v4_gast3d_dipole_x_abs_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_x_abs_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1530,cheap__v4__v4_gast3d_dipole_y_abs_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_y_abs_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1531,cheap__v4__v4_gast3d_dipole_y_abs_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_y_abs_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1532,cheap__v4__v4_gast3d_dipole_y_abs_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_y_abs_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1533,cheap__v4__v4_gast3d_dipole_y_abs_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_y_abs_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1534,cheap__v4__v4_gast3d_dipole_y_abs_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_y_abs_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1535,cheap__v4__v4_gast3d_dipole_z_abs_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_z_abs_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1536,cheap__v4__v4_gast3d_dipole_z_abs_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_z_abs_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1537,cheap__v4__v4_gast3d_dipole_z_abs_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_z_abs_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1538,cheap__v4__v4_gast3d_dipole_z_abs_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_z_abs_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1539,cheap__v4__v4_gast3d_dipole_z_abs_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,debye,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_dipole_z_abs_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,True,True,False
1540,cheap__v4__v4_gast3d_maxpos_maxneg_dist_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_maxpos_maxneg_dist_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1541,cheap__v4__v4_gast3d_maxpos_maxneg_dist_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_maxpos_maxneg_dist_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1542,cheap__v4__v4_gast3d_maxpos_maxneg_dist_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_maxpos_maxneg_dist_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1543,cheap__v4__v4_gast3d_maxpos_maxneg_dist_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_maxpos_maxneg_dist_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1544,cheap__v4__v4_gast3d_maxpos_maxneg_dist_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_maxpos_maxneg_dist_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,53,0.0008739961412,False,False,False
1545,cheap__v4__v4_gast3d_pair_abs_q_dist2_sum_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist2_sum_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1546,cheap__v4__v4_gast3d_pair_abs_q_dist2_sum_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist2_sum_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1547,cheap__v4__v4_gast3d_pair_abs_q_dist2_sum_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist2_sum_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1548,cheap__v4__v4_gast3d_pair_abs_q_dist2_sum_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist2_sum_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1549,cheap__v4__v4_gast3d_pair_abs_q_dist2_sum_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist2_sum_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1550,cheap__v4__v4_gast3d_pair_abs_q_dist_sum_lowE,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist_sum_lowE,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1551,cheap__v4__v4_gast3d_pair_abs_q_dist_sum_mean,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist_sum_mean,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1552,cheap__v4__v4_gast3d_pair_abs_q_dist_sum_std,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist_sum_std,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1553,cheap__v4__v4_gast3d_pair_abs_q_dist_sum_min,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist_sum_min,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
1554,cheap__v4__v4_gast3d_pair_abs_q_dist_sum_max,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v4__v4_gast3d_pair_abs_q_dist_sum_max,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,2,3.298098646e-05,False,False,False
